DATE,PROJECT_ID,PROJECT_TYPE,ABC,NUM_BIDS,WINNER_NAME,CONTRACT_PRICE,DURATION
12/9/2020,4533,Consulting Services,1845688313.00,2,Hayakawa ,1845690567.00,7
12/10/2020,2643,Goods,1142485340.00,2,Denji,1142493820.00,9
12/11/2020,1836,Consulting Services,1251278890.00,5,Nayuta,1251273500.00,6
12/11/2020,2526,Consulting Services,262774.00,9,Pochita,258261.00,4
12/11/2020,3689,Consulting Services,401953055.00,1,Reze,401955770.00,10
12/11/2020,4233,Infrastructure Projects,1295743907.00,1,Nayuta,1295751018.00,30
12/11/2020,4629,Goods,864915103.00,2,Hayakawa ,864908345.00,8
12/12/2020,1303,Infrastructure Projects,128134655.00,1,Mikata,128132270.00,36
12/12/2020,3363,Consulting Services,357905862.00,10,Hayakawa ,357898281.00,5
12/13/2020,250,Goods,938464497.00,1,Makima,938464462.00,3
12/13/2020,1601,Goods,119486286.00,10,Makima,119491659.00,5
12/13/2020,1937,Goods,1567383279.00,2,Nayuta,1567383718.00,9
12/14/2020,1144,Consulting Services,1988499039.00,4,Fami,1988496832.00,6
12/14/2020,2183,Consulting Services,1720340515.00,5,Power,1720333045.00,3
12/14/2020,3819,Infrastructure Projects,967585390.00,3,Makima,967577782.00,17
12/14/2020,4944,Goods,633881749.00,1,Nayuta,633888436.00,6
12/15/2020,430,Consulting Services,511355246.00,5,Fami,511359466.00,6
12/15/2020,887,Infrastructure Projects,1711059034.00,3,Pochita,1711064798.00,34
12/15/2020,2255,Infrastructure Projects,1872756582.00,2,Denji,1872765826.00,29
12/16/2020,1716,Goods,1384224298.00,5,Power,1384224703.00,12
12/16/2020,1887,Goods,1331685169.00,3,Mikata,1331681127.00,6
12/16/2020,2214,Goods,582893329.00,10,Pochita,582890074.00,8
12/16/2020,4293,Infrastructure Projects,699530791.00,2,Power,699523456.00,19
12/16/2020,4416,Consulting Services,841663638.00,1,Fami,841667076.00,10
12/17/2020,1522,Goods,849250281.00,10,Nayuta,849241869.00,11
12/17/2020,1799,Consulting Services,779870615.00,4,Himeno,779869281.00,7
12/17/2020,1866,Consulting Services,1875359607.00,7,Makima,1875352210.00,3
12/18/2020,39,Infrastructure Projects,1359106847.00,6,Pochita,1359108526.00,23
12/18/2020,386,Goods,1326306629.00,1,Makima,1326298875.00,8
12/18/2020,558,Consulting Services,232441962.00,8,Mikata,232449951.00,9
12/18/2020,4423,Goods,30295195.00,2,Fami,30286673.00,10
12/18/2020,4636,Infrastructure Projects,819591041.00,3,Himeno,819600267.00,17
12/19/2020,2572,Infrastructure Projects,351457278.00,6,Makima,351461641.00,17
12/19/2020,3727,Infrastructure Projects,40896841.00,1,Mikata,40903963.00,30
12/19/2020,4471,Goods,1015042927.00,3,Pochita,1015036875.00,8
12/20/2020,701,Consulting Services,809385096.00,4,Power,809384890.00,12
12/20/2020,926,Goods,1433119409.00,3,Reze,1433129330.00,11
12/20/2020,3206,Consulting Services,1633187403.00,9,Hayakawa ,1633186742.00,4
12/21/2020,408,Infrastructure Projects,150293173.00,7,Power,150289543.00,28
12/21/2020,589,Consulting Services,421916285.00,6,Nayuta,421916356.00,7
12/21/2020,719,Consulting Services,99426386.00,10,Power,99434610.00,3
12/21/2020,894,Consulting Services,1551522484.00,3,Himeno,1551516184.00,8
12/21/2020,2443,Infrastructure Projects,202111875.00,9,Makima,202120588.00,17
12/21/2020,3967,Consulting Services,1441649991.00,1,Himeno,1441652221.00,12
12/22/2020,3916,Goods,807893661.00,2,Power,807887031.00,11
12/22/2020,4095,Goods,45788889.00,1,Himeno,45785880.00,4
12/22/2020,4361,Goods,1352417122.00,3,Hayakawa ,1352423818.00,6
12/23/2020,377,Goods,1474060552.00,8,Fami,1474065560.00,7
12/23/2020,2166,Goods,1602046226.00,6,Himeno,1602048625.00,10
12/23/2020,2925,Consulting Services,1017104879.00,4,Mikata,1017101642.00,3
12/23/2020,3570,Goods,1018650292.00,1,Makima,1018645960.00,9
12/23/2020,3725,Infrastructure Projects,1899087098.00,2,Makima,1899091801.00,24
12/24/2020,774,Consulting Services,801960702.00,2,Power,801955913.00,11
12/24/2020,796,Consulting Services,1770969644.00,7,Denji,1770967827.00,7
12/24/2020,3344,Infrastructure Projects,1117477366.00,9,Makima,1117468397.00,19
12/24/2020,3375,Goods,1940141572.00,7,Pochita,1940134492.00,9
12/24/2020,3581,Consulting Services,74900948.00,1,Nayuta,74904330.00,9
12/25/2020,412,Infrastructure Projects,1627083082.00,9,Mikata,1627080148.00,25
12/25/2020,3683,Consulting Services,523323759.00,1,Pochita,523323126.00,5
12/25/2020,4296,Goods,885637130.00,2,Pochita,885627459.00,6
12/26/2020,1273,Infrastructure Projects,468018412.00,1,Makima,468027993.00,35
12/26/2020,2668,Goods,920403063.00,2,Fami,920393337.00,12
12/26/2020,2877,Goods,1657146249.00,5,Mikata,1657141819.00,8
12/27/2020,194,Infrastructure Projects,1468699907.00,8,Makima,1468707063.00,23
12/27/2020,1357,Consulting Services,693265810.00,9,Power,693261136.00,7
12/27/2020,4156,Goods,667982751.00,2,Makima,667980420.00,10
12/27/2020,4298,Infrastructure Projects,1274072678.00,1,Mikata,1274077768.00,22
12/28/2020,292,Consulting Services,799289693.00,2,Reze,799297158.00,12
12/28/2020,1818,Goods,1929326652.00,1,Denji,1929336582.00,10
12/28/2020,1970,Goods,794343940.00,10,Nayuta,794348027.00,12
12/29/2020,1267,Infrastructure Projects,1995444148.00,7,Mikata,1995447565.00,17
12/29/2020,1507,Infrastructure Projects,838857454.00,10,Makima,838859700.00,26
12/29/2020,3082,Goods,822818424.00,10,Hayakawa ,822814866.00,12
12/30/2020,95,Infrastructure Projects,971085302.00,4,Reze,971084540.00,20
12/30/2020,145,Goods,883822668.00,6,Makima,883816240.00,4
12/30/2020,359,Infrastructure Projects,1909793850.00,5,Hayakawa ,1909801766.00,36
12/30/2020,2744,Consulting Services,1995861171.00,5,Denji,1995863702.00,8
12/30/2020,3216,Infrastructure Projects,178625993.00,1,Denji,178619728.00,13
12/30/2020,3267,Goods,1414859984.00,8,Reze,1414866708.00,4
12/30/2020,3775,Goods,713758836.00,3,Power,713758669.00,7
12/30/2020,3812,Goods,479625123.00,3,Pochita,479618386.00,12
12/30/2020,4770,Consulting Services,233620060.00,1,Reze,233625791.00,5
12/31/2020,931,Infrastructure Projects,144638710.00,2,Pochita,144643647.00,26
12/31/2020,2756,Consulting Services,1385092278.00,4,Fami,1385092413.00,10
12/31/2020,4548,Consulting Services,1553380169.00,3,Denji,1553383323.00,8
12/31/2020,4609,Consulting Services,1005049851.00,3,Power,1005047009.00,9
1/1/2021,1672,Goods,1966955854.00,7,Himeno,1966947992.00,12
1/1/2021,1896,Infrastructure Projects,22053176.00,6,Denji,22043873.00,19
1/1/2021,2665,Infrastructure Projects,876531576.00,8,Mikata,876522324.00,26
1/2/2021,1294,Goods,332239116.00,9,Reze,332246600.00,9
1/2/2021,1442,Goods,1538856710.00,10,Denji,1538866128.00,3
1/2/2021,2704,Goods,249499091.00,8,Pochita,249507512.00,4
1/3/2021,685,Consulting Services,1673382490.00,7,Nayuta,1673389325.00,8
1/3/2021,976,Goods,1441467301.00,10,Makima,1441471019.00,9
1/3/2021,3362,Infrastructure Projects,179754853.00,7,Mikata,179755720.00,32
1/3/2021,3621,Consulting Services,1802567557.00,1,Makima,1802569407.00,5
1/4/2021,2587,Infrastructure Projects,1703387172.00,1,Makima,1703394364.00,33
1/4/2021,4774,Consulting Services,1347670290.00,3,Himeno,1347676986.00,4
1/5/2021,1598,Goods,731163582.00,4,Mikata,731170660.00,7
1/6/2021,1318,Infrastructure Projects,1522543412.00,3,Denji,1522535301.00,12
1/6/2021,1476,Goods,1366337452.00,9,Power,1366331028.00,12
1/6/2021,3061,Infrastructure Projects,447710440.00,2,Makima,447702601.00,12
1/6/2021,3192,Consulting Services,681898528.00,10,Reze,681893581.00,5
1/6/2021,4136,Goods,1992675313.00,2,Fami,1992680659.00,5
1/7/2021,245,Infrastructure Projects,1282522561.00,4,Denji,1282515652.00,33
1/7/2021,588,Infrastructure Projects,77864858.00,8,Mikata,77866966.00,31
1/7/2021,1467,Infrastructure Projects,1495646265.00,8,Denji,1495654993.00,33
1/7/2021,2143,Goods,911213766.00,8,Nayuta,911221414.00,6
1/7/2021,3527,Consulting Services,755197253.00,1,Power,755190046.00,9
1/7/2021,3555,Goods,858265972.00,2,Mikata,858259327.00,4
1/8/2021,1530,Consulting Services,1218618329.00,1,Nayuta,1218614000.00,12
1/8/2021,2061,Consulting Services,58687872.00,2,Denji,58683642.00,12
1/8/2021,3119,Infrastructure Projects,178904777.00,9,Denji,178896368.00,28
1/8/2021,4917,Infrastructure Projects,1577470646.00,1,Hayakawa ,1577469553.00,34
1/9/2021,1335,Infrastructure Projects,999344332.00,10,Denji,999351707.00,27
1/9/2021,2273,Infrastructure Projects,47666106.00,6,Mikata,47670188.00,29
1/9/2021,2447,Infrastructure Projects,249380673.00,9,Mikata,249387483.00,26
1/10/2021,1509,Consulting Services,1153765349.00,5,Denji,1153773195.00,3
1/10/2021,2902,Consulting Services,1655304990.00,2,Fami,1655298084.00,6
1/10/2021,3319,Consulting Services,80133659.00,10,Denji,80129939.00,3
1/10/2021,3502,Infrastructure Projects,1207313747.00,2,Denji,1207319513.00,17
1/10/2021,4124,Infrastructure Projects,698118548.00,1,Makima,698115448.00,23
1/10/2021,4368,Goods,644865963.00,1,Hayakawa ,644863119.00,6
1/10/2021,4682,Goods,1047372009.00,1,Hayakawa ,1047371011.00,12
1/11/2021,287,Consulting Services,853837354.00,7,Himeno,853841275.00,9
1/11/2021,1151,Goods,1340751485.00,10,Reze,1340757056.00,10
1/11/2021,1168,Goods,1465083324.00,6,Fami,1465088857.00,3
1/11/2021,2570,Infrastructure Projects,1635619640.00,4,Mikata,1635618837.00,21
1/11/2021,3188,Consulting Services,1903779097.00,5,Himeno,1903787708.00,8
1/12/2021,2435,Infrastructure Projects,691964931.00,2,Denji,691956693.00,30
1/12/2021,2638,Consulting Services,1642795964.00,1,Nayuta,1642788839.00,7
1/12/2021,3374,Infrastructure Projects,885470660.00,4,Denji,885461331.00,31
1/12/2021,3667,Consulting Services,852237515.00,2,Reze,852243970.00,10
1/12/2021,4878,Infrastructure Projects,1124576958.00,2,Nayuta,1124577449.00,34
1/13/2021,1991,Consulting Services,256941800.00,6,Nayuta,256945953.00,10
1/13/2021,3761,Goods,1867956572.00,1,Pochita,1867960259.00,4
1/13/2021,4942,Infrastructure Projects,1325685710.00,1,Fami,1325693494.00,28
1/14/2021,1372,Consulting Services,1075474001.00,1,Reze,1075466509.00,5
1/14/2021,2347,Consulting Services,944460340.00,7,Mikata,944451302.00,4
1/14/2021,4813,Infrastructure Projects,1819630704.00,2,Denji,1819636952.00,17
1/15/2021,4329,Consulting Services,551362262.00,1,Fami,551356909.00,6
1/16/2021,321,Infrastructure Projects,699632927.00,5,Mikata,699639574.00,34
1/16/2021,694,Infrastructure Projects,1121771252.00,8,Hayakawa ,1121769596.00,13
1/16/2021,1409,Consulting Services,1489058405.00,7,Reze,1489061572.00,12
1/16/2021,1998,Infrastructure Projects,1756479714.00,2,Denji,1756473932.00,17
1/16/2021,2932,Infrastructure Projects,1508579230.00,9,Makima,1508572396.00,29
1/16/2021,3341,Goods,1494671615.00,3,Reze,1494662331.00,7
1/16/2021,4807,Goods,1403544673.00,1,Power,1403542055.00,5
1/17/2021,1093,Goods,1487498249.00,1,Mikata,1487502767.00,10
1/17/2021,2334,Goods,1865179144.00,10,Reze,1865183757.00,11
1/17/2021,4692,Goods,1759618688.00,3,Makima,1759615390.00,8
1/17/2021,4698,Goods,1768218127.00,2,Nayuta,1768218855.00,7
1/18/2021,1517,Consulting Services,1471146176.00,4,Himeno,1471155007.00,6
1/18/2021,1955,Infrastructure Projects,1531103850.00,1,Mikata,1531096316.00,13
1/18/2021,4989,Infrastructure Projects,1838346972.00,2,Denji,1838343908.00,21
1/19/2021,2471,Infrastructure Projects,1222202305.00,5,Denji,1222200878.00,22
1/19/2021,4319,Infrastructure Projects,222537051.00,2,Fami,222536423.00,17
1/20/2021,57,Consulting Services,1679708107.00,1,Mikata,1679705176.00,9
1/20/2021,1717,Goods,307861612.00,6,Pochita,307858033.00,11
1/20/2021,4130,Goods,1599599485.00,2,Hayakawa ,1599595952.00,8
1/20/2021,4489,Goods,21124397.00,1,Nayuta,21126907.00,4
1/20/2021,4513,Consulting Services,1449232142.00,3,Nayuta,1449238759.00,5
1/21/2021,1003,Consulting Services,1654580192.00,5,Makima,1654574673.00,4
1/21/2021,3577,Goods,1668496125.00,3,Power,1668491469.00,11
1/21/2021,3884,Goods,1138157166.00,1,Mikata,1138165462.00,8
1/21/2021,4590,Consulting Services,19861003.00,3,Nayuta,19859288.00,4
1/22/2021,549,Goods,791129793.00,7,Reze,791132392.00,6
1/22/2021,878,Consulting Services,1092758527.00,9,Mikata,1092765191.00,5
1/22/2021,1072,Consulting Services,907187941.00,8,Fami,907190101.00,11
1/22/2021,1660,Consulting Services,410182014.00,2,Power,410175312.00,7
1/22/2021,2433,Goods,144574222.00,4,Himeno,144583476.00,9
1/22/2021,2949,Infrastructure Projects,27777608.00,6,Makima,27776216.00,12
1/22/2021,3657,Infrastructure Projects,685268157.00,3,Mikata,685269721.00,24
1/22/2021,4387,Consulting Services,1510589235.00,3,Reze,1510590543.00,3
1/23/2021,1876,Goods,167687171.00,7,Nayuta,167692852.00,6
1/23/2021,2812,Consulting Services,701042775.00,3,Himeno,701040048.00,8
1/23/2021,3669,Consulting Services,203058232.00,2,Makima,203049572.00,5
1/23/2021,3726,Infrastructure Projects,1997564720.00,3,Makima,1997561101.00,22
1/24/2021,467,Infrastructure Projects,1407132544.00,4,Mikata,1407135653.00,36
1/24/2021,1046,Consulting Services,1952269774.00,6,Power,1952262858.00,6
1/24/2021,2582,Infrastructure Projects,522513968.00,10,Makima,522515382.00,22
1/24/2021,2786,Infrastructure Projects,1041330038.00,7,Makima,1041338613.00,15
1/24/2021,2832,Goods,5646896.00,9,Himeno,5652289.00,7
1/24/2021,2852,Goods,1846608259.00,5,Mikata,1846609335.00,10
1/24/2021,4297,Consulting Services,1338840261.00,1,Reze,1338840126.00,8
1/24/2021,4496,Infrastructure Projects,1161333233.00,1,Makima,1161326017.00,35
1/25/2021,314,Infrastructure Projects,1928685885.00,2,Denji,1928683222.00,23
1/25/2021,1754,Infrastructure Projects,1602190925.00,4,Mikata,1602200273.00,35
1/25/2021,2111,Consulting Services,104269309.00,10,Fami,104274404.00,3
1/25/2021,3488,Infrastructure Projects,290404150.00,1,Mikata,290408798.00,20
1/25/2021,3651,Consulting Services,1165479189.00,1,Himeno,1165485995.00,7
1/26/2021,778,Infrastructure Projects,163998821.00,7,Reze,164001912.00,24
1/26/2021,2481,Goods,24246750.00,1,Mikata,24239224.00,11
1/26/2021,2556,Goods,1623590326.00,1,Reze,1623587079.00,3
1/26/2021,2618,Goods,13941229.00,9,Nayuta,13933348.00,9
1/26/2021,2970,Consulting Services,1204332054.00,7,Power,1204341670.00,7
1/27/2021,1404,Consulting Services,1362345186.00,9,Reze,1362342744.00,11
1/27/2021,3322,Infrastructure Projects,942478750.00,3,Denji,942479307.00,16
1/27/2021,4036,Goods,1894682010.00,3,Nayuta,1894690961.00,3
1/28/2021,19,Goods,704478034.00,6,Nayuta,704475906.00,8
1/28/2021,1757,Infrastructure Projects,1338434745.00,4,Denji,1338437182.00,18
1/28/2021,2588,Infrastructure Projects,861586719.00,3,Makima,861582320.00,29
1/28/2021,4178,Goods,979952573.00,3,Hayakawa ,979943851.00,8
1/29/2021,1129,Goods,1034483920.00,9,Pochita,1034479796.00,12
1/29/2021,2660,Consulting Services,994570347.00,5,Makima,994560661.00,5
1/29/2021,3069,Consulting Services,1637308926.00,9,Pochita,1637304049.00,10
1/29/2021,4230,Infrastructure Projects,941017624.00,2,Mikata,941024635.00,27
1/30/2021,278,Goods,335908368.00,3,Pochita,335912900.00,9
1/30/2021,725,Goods,126057381.00,2,Fami,126050243.00,8
1/30/2021,1694,Goods,1185626360.00,7,Denji,1185627379.00,5
1/30/2021,4897,Infrastructure Projects,255178281.00,1,Pochita,255181928.00,29
1/31/2021,856,Infrastructure Projects,1251354867.00,6,Reze,1251346408.00,13
1/31/2021,1646,Consulting Services,74300571.00,3,Denji,74304702.00,3
1/31/2021,2162,Infrastructure Projects,1860101936.00,6,Makima,1860100859.00,34
1/31/2021,3253,Consulting Services,1873555558.00,2,Fami,1873550462.00,5
1/31/2021,3681,Consulting Services,1910179139.00,1,Nayuta,1910181272.00,11
1/31/2021,4727,Infrastructure Projects,1632523645.00,3,Power,1632523021.00,15
2/1/2021,18,Infrastructure Projects,1265372547.00,1,Reze,1265381230.00,30
2/1/2021,1158,Consulting Services,745783368.00,10,Power,745790362.00,6
2/1/2021,3701,Goods,1533628389.00,2,Pochita,1533621492.00,10
2/1/2021,3732,Infrastructure Projects,234967366.00,3,Mikata,234969275.00,18
2/1/2021,4669,Goods,60457889.00,1,Denji,60459309.00,3
2/2/2021,112,Infrastructure Projects,92754016.00,7,Hayakawa ,92762151.00,29
2/2/2021,117,Infrastructure Projects,109109323.00,10,Denji,109108674.00,36
2/2/2021,354,Goods,38683495.00,5,Denji,38685250.00,8
2/2/2021,3623,Infrastructure Projects,1628495590.00,1,Denji,1628494797.00,35
2/2/2021,3662,Consulting Services,900810091.00,1,Nayuta,900819898.00,12
2/4/2021,857,Goods,342335674.00,4,Pochita,342342925.00,7
2/4/2021,1811,Goods,292095357.00,7,Hayakawa ,292089822.00,10
2/4/2021,3026,Infrastructure Projects,1012592609.00,2,Makima,1012588823.00,34
2/4/2021,4180,Infrastructure Projects,1173928495.00,3,Mikata,1173926444.00,17
2/4/2021,4592,Infrastructure Projects,950727002.00,1,Power,950732473.00,26
2/4/2021,4956,Goods,1912394100.00,2,Power,1912402154.00,12
2/5/2021,640,Goods,18829614.00,7,Pochita,18838101.00,7
2/5/2021,1626,Goods,923970729.00,3,Power,923962815.00,10
2/5/2021,1800,Consulting Services,1985868018.00,1,Hayakawa ,1985877058.00,6
2/5/2021,2510,Consulting Services,558417180.00,2,Power,558415648.00,10
2/5/2021,2667,Consulting Services,926169531.00,3,Hayakawa ,926172522.00,6
2/5/2021,3327,Infrastructure Projects,1246045812.00,8,Mikata,1246036964.00,36
2/6/2021,746,Goods,1345485765.00,9,Nayuta,1345485126.00,9
2/6/2021,3977,Goods,262888593.00,3,Power,262892411.00,12
2/7/2021,2549,Goods,1515966259.00,7,Power,1515968843.00,4
2/7/2021,3309,Consulting Services,335197320.00,10,Denji,335200090.00,3
2/8/2021,1320,Consulting Services,1497118141.00,2,Denji,1497125229.00,5
2/8/2021,1329,Infrastructure Projects,1735711815.00,1,Makima,1735719900.00,18
2/8/2021,2132,Consulting Services,364253073.00,7,Reze,364249523.00,11
2/9/2021,677,Consulting Services,1663123554.00,10,Power,1663123076.00,6
2/9/2021,982,Infrastructure Projects,318104956.00,6,Pochita,318111372.00,28
2/9/2021,1497,Infrastructure Projects,569693140.00,8,Mikata,569702141.00,15
2/9/2021,2066,Consulting Services,38981205.00,4,Makima,38981874.00,9
2/9/2021,3561,Consulting Services,1708167538.00,2,Makima,1708166297.00,10
2/10/2021,419,Consulting Services,192726165.00,10,Power,192718009.00,3
2/10/2021,1078,Infrastructure Projects,1431535755.00,2,Power,1431539219.00,27
2/10/2021,1994,Infrastructure Projects,577906294.00,2,Makima,577910176.00,15
2/10/2021,2669,Goods,1346079194.00,1,Fami,1346069977.00,10
2/10/2021,4270,Infrastructure Projects,580373928.00,3,Fami,580365933.00,21
2/11/2021,2188,Consulting Services,1159552030.00,10,Himeno,1159554147.00,8
2/11/2021,4896,Goods,368349252.00,2,Reze,368350652.00,12
2/12/2021,4177,Consulting Services,1622106930.00,3,Mikata,1622103492.00,3
2/13/2021,424,Consulting Services,178901914.00,7,Mikata,178900677.00,8
2/13/2021,2837,Goods,814019449.00,5,Himeno,814021350.00,7
2/13/2021,3099,Consulting Services,327862732.00,4,Nayuta,327864418.00,5
2/13/2021,4623,Goods,1665283124.00,2,Pochita,1665276811.00,7
2/14/2021,2494,Goods,51188482.00,1,Fami,51197606.00,11
2/14/2021,4032,Consulting Services,1554177868.00,1,Reze,1554177016.00,7
2/15/2021,432,Goods,1586142241.00,3,Pochita,1586133707.00,9
2/15/2021,2757,Infrastructure Projects,615736045.00,4,Makima,615743326.00,22
2/16/2021,455,Infrastructure Projects,91014735.00,1,Pochita,91014714.00,29
2/16/2021,3549,Consulting Services,277858417.00,1,Himeno,277857643.00,4
2/16/2021,4603,Infrastructure Projects,866510757.00,1,Pochita,866508544.00,15
2/17/2021,346,Consulting Services,984656076.00,6,Denji,984656583.00,6
2/17/2021,1849,Goods,1826511015.00,3,Himeno,1826505002.00,12
2/17/2021,4360,Consulting Services,989080896.00,2,Mikata,989073348.00,12
2/18/2021,3991,Goods,542975044.00,1,Mikata,542968597.00,3
2/19/2021,1206,Goods,1713515689.00,8,Denji,1713524456.00,10
2/19/2021,2080,Consulting Services,1545753159.00,2,Power,1545762294.00,3
2/19/2021,4579,Consulting Services,412808763.00,1,Fami,412800002.00,3
2/19/2021,4894,Goods,1149818428.00,3,Makima,1149813133.00,3
2/21/2021,840,Goods,413735252.00,9,Reze,413730591.00,12
2/21/2021,1491,Goods,1603673796.00,5,Denji,1603666129.00,11
2/21/2021,1891,Consulting Services,621451282.00,9,Hayakawa ,621457654.00,4
2/21/2021,1969,Goods,1788276595.00,2,Fami,1788276934.00,6
2/21/2021,3001,Goods,1739490498.00,2,Makima,1739487640.00,9
2/21/2021,4199,Infrastructure Projects,948998163.00,1,Pochita,948999733.00,23
2/21/2021,4373,Consulting Services,1225738231.00,1,Denji,1225743776.00,7
2/22/2021,178,Goods,1392704583.00,3,Reze,1392700766.00,9
2/22/2021,617,Infrastructure Projects,1076662121.00,6,Mikata,1076657474.00,20
2/22/2021,799,Infrastructure Projects,1517118259.00,8,Reze,1517124165.00,34
2/22/2021,1801,Goods,999478065.00,5,Denji,999473994.00,11
2/23/2021,3729,Consulting Services,1386653467.00,1,Himeno,1386646103.00,6
2/24/2021,365,Goods,528743367.00,10,Himeno,528739644.00,8
2/24/2021,1222,Goods,1589696951.00,9,Fami,1589695978.00,6
2/25/2021,4029,Consulting Services,1664556582.00,2,Denji,1664566214.00,6
2/26/2021,20,Consulting Services,441301787.00,7,Mikata,441302883.00,12
2/26/2021,1262,Consulting Services,1823642593.00,3,Nayuta,1823646839.00,7
2/26/2021,1563,Goods,1601083256.00,7,Mikata,1601090512.00,6
2/26/2021,1566,Infrastructure Projects,1319536721.00,5,Makima,1319538423.00,15
2/26/2021,1808,Consulting Services,706178840.00,10,Power,706180107.00,12
2/26/2021,2099,Goods,1945056498.00,1,Hayakawa ,1945047774.00,7
2/26/2021,2318,Consulting Services,1311212652.00,5,Makima,1311222453.00,8
2/27/2021,2287,Consulting Services,786072528.00,4,Denji,786078796.00,8
2/27/2021,3984,Infrastructure Projects,525199398.00,2,Makima,525195381.00,36
2/28/2021,1944,Goods,1197520700.00,3,Fami,1197515849.00,3
2/28/2021,2957,Consulting Services,1820017361.00,3,Pochita,1820017625.00,9
2/28/2021,3228,Consulting Services,1586685891.00,2,Denji,1586678792.00,6
2/28/2021,4625,Consulting Services,1718887740.00,3,Pochita,1718896433.00,12
2/28/2021,4879,Goods,1404801086.00,1,Denji,1404803131.00,5
3/1/2021,213,Goods,1810292198.00,10,Pochita,1810289068.00,11
3/1/2021,4010,Infrastructure Projects,1132651180.00,3,Mikata,1132641363.00,15
3/2/2021,148,Consulting Services,160655885.00,2,Nayuta,160648781.00,11
3/2/2021,1290,Infrastructure Projects,146984028.00,3,Makima,146982779.00,27
3/2/2021,2851,Goods,1325071249.00,2,Mikata,1325072415.00,5
3/2/2021,3787,Infrastructure Projects,1700421119.00,3,Denji,1700425357.00,32
3/2/2021,4308,Infrastructure Projects,1010337616.00,2,Pochita,1010328303.00,16
3/3/2021,2441,Consulting Services,1697028525.00,1,Fami,1697024614.00,3
3/3/2021,2456,Goods,1034808831.00,2,Makima,1034803477.00,7
3/4/2021,1180,Consulting Services,977243151.00,1,Nayuta,977236878.00,11
3/4/2021,1499,Infrastructure Projects,497878984.00,8,Denji,497886948.00,15
3/4/2021,1645,Consulting Services,1028834851.00,2,Denji,1028836784.00,7
3/4/2021,2901,Consulting Services,1825734215.00,1,Reze,1825727775.00,6
3/5/2021,174,Goods,1450884681.00,7,Fami,1450890924.00,12
3/5/2021,286,Goods,1943849149.00,3,Himeno,1943842542.00,9
3/5/2021,2516,Infrastructure Projects,829386071.00,5,Mikata,829384156.00,26
3/5/2021,2965,Goods,189115106.00,1,Fami,189118956.00,3
3/5/2021,3348,Goods,1231280761.00,8,Mikata,1231287147.00,10
3/5/2021,3455,Consulting Services,66901438.00,2,Denji,66911115.00,12
3/5/2021,4372,Consulting Services,171809099.00,1,Denji,171812887.00,10
3/6/2021,3224,Consulting Services,19312061.00,2,Hayakawa ,19311999.00,9
3/6/2021,4655,Consulting Services,363439516.00,1,Fami,363447220.00,9
3/6/2021,4832,Goods,1610493395.00,2,Pochita,1610483902.00,5
3/7/2021,4804,Infrastructure Projects,1813800706.00,2,Power,1813805620.00,23
3/8/2021,773,Consulting Services,1299357624.00,10,Denji,1299366449.00,4
3/8/2021,846,Goods,830342537.00,1,Power,830346944.00,6
3/8/2021,1383,Consulting Services,396370823.00,4,Reze,396368935.00,9
3/8/2021,1855,Infrastructure Projects,413956187.00,5,Makima,413953698.00,36
3/8/2021,2115,Consulting Services,1647553414.00,8,Denji,1647544540.00,9
3/8/2021,2360,Consulting Services,254429367.00,1,Denji,254436746.00,4
3/8/2021,4644,Goods,1293372556.00,1,Fami,1293367371.00,5
3/9/2021,2209,Infrastructure Projects,1810534353.00,9,Makima,1810535300.00,29
3/9/2021,2409,Infrastructure Projects,1538474461.00,5,Mikata,1538474972.00,22
3/9/2021,3137,Consulting Services,1863077603.00,6,Reze,1863076067.00,6
3/9/2021,4166,Goods,1541214403.00,2,Denji,1541220634.00,9
3/9/2021,4247,Infrastructure Projects,116793938.00,2,Himeno,116792315.00,14
3/10/2021,1734,Consulting Services,38670026.00,10,Nayuta,38674441.00,7
3/10/2021,3158,Goods,673348637.00,3,Fami,673339498.00,5
3/11/2021,1074,Goods,235840361.00,9,Mikata,235833922.00,3
3/11/2021,1982,Consulting Services,1609588433.00,4,Mikata,1609597989.00,7
3/11/2021,3543,Infrastructure Projects,1014585012.00,2,Mikata,1014578148.00,34
3/11/2021,4950,Goods,1574608987.00,6,Mikata,1574605669.00,9
3/12/2021,207,Infrastructure Projects,336501767.00,3,Reze,336503329.00,15
3/12/2021,4299,Infrastructure Projects,1614019557.00,2,Himeno,1614022020.00,22
3/13/2021,180,Infrastructure Projects,519511288.00,1,Fami,519520277.00,33
3/13/2021,624,Goods,444908446.00,8,Makima,444901360.00,7
3/13/2021,1024,Consulting Services,1916129714.00,7,Makima,1916137366.00,3
3/13/2021,2071,Consulting Services,355741957.00,6,Nayuta,355743292.00,5
3/13/2021,2356,Goods,1938956409.00,1,Fami,1938965451.00,6
3/13/2021,2507,Infrastructure Projects,947193008.00,9,Denji,947184138.00,27
3/14/2021,42,Infrastructure Projects,74720268.00,4,Denji,74717524.00,25
3/14/2021,3978,Infrastructure Projects,610396334.00,3,Denji,610391801.00,33
3/14/2021,4510,Goods,1910003998.00,2,Himeno,1910002494.00,8
3/14/2021,4610,Infrastructure Projects,1697420808.00,1,Denji,1697420279.00,33
3/15/2021,1428,Goods,797986843.00,1,Hayakawa ,797976893.00,9
3/15/2021,2398,Goods,1869710446.00,9,Nayuta,1869708089.00,10
